id,nombre,apellido,email,pais,provincia,matematica,fisica,literatura,programacion,telefono
811,Enzo,Muñoz,enzo.muñoz@universidadvirtual.edu.ar,Argentina,Río Negro,5.68,6.77,8.58,8.79,437-280-7540
812,Antonella,Santillán,antonella.santillán@universidadvirtual.edu.ar,Argentina,Chubut,9.23,6.76,3.79,5.99,591-177-6422
813,Julián,Dávalos,julián.dávalos@universidadvirtual.edu.ar,Argentina,Tucumán,9.1,9.98,9.71,7.57,211-389-9790
814,Benjamín,Camacho,benjamín.camacho@universidadvirtual.edu.ar,Argentina,San Juan,4.41,4.96,6.48,9.09,624-287-1786
815,Carmen,Ponce,carmen.ponce@universidadvirtual.edu.ar,Argentina,Chubut,3.8,8.94,6.43,7.44,978-209-8146
816,Elena,Guerrero,elena.guerrero@universidadvirtual.edu.ar,Argentina,Mendoza,2.73,4.75,3.77,9.75,818-535-5101
817,Tamara,Zambrano,tamara.zambrano@universidadvirtual.edu.ar,Argentina,Tucumán,4.95,9.12,7.52,6.13,982-486-9141
818,Gonzalo,Andrada,gonzalo.andrada@universidadvirtual.edu.ar,Argentina,La Rioja,5.41,6.12,7.41,8.47,779-966-8898
819,Germán,Esparza,germán.esparza@universidadvirtual.edu.ar,Argentina,Neuquén,4.94,5.84,4.78,4.33,346-586-4802
820,Gael,Monzón,gael.monzón@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.04,10.0,7.98,6.77,187-351-0497
821,Agustina,Coronel,agustina.coronel@universidadvirtual.edu.ar,Argentina,Santa Fe,6.76,6.62,6.56,9.37,317-977-0848
822,Máximo,Illescas,máximo.illescas@universidadvirtual.edu.ar,Argentina,Salta,9.08,9.33,9.39,6.28,172-133-9070
823,Raúl,Mares,raúl.mares@universidadvirtual.edu.ar,Argentina,Jujuy,9.68,6.85,5.48,6.27,856-910-1217
824,Mauricio,Palma,mauricio.palma@universidadvirtual.edu.ar,Argentina,Corrientes,3.03,5.08,9.51,6.35,917-673-5893
825,Renata,Lira,renata.lira@universidadvirtual.edu.ar,Argentina,La Pampa,3.74,8.02,7.91,5.44,191-160-0398
826,Carla,Vargas,carla.vargas@universidadvirtual.edu.ar,Argentina,Santiago del Estero,9.03,5.83,8.72,5.23,844-299-2929
827,Cristian,Pérez,cristian.pérez@universidadvirtual.edu.ar,Argentina,La Pampa,5.82,8.1,6.51,8.84,809-580-4791
828,Valentina,Aguayo,valentina.aguayo@universidadvirtual.edu.ar,Argentina,La Rioja,7.84,8.16,6.0,7.37,128-634-7272
829,Adrián,Fernández,adrián.fernández@universidadvirtual.edu.ar,Argentina,La Pampa,9.75,8.66,8.27,9.99,542-381-1777
830,León,Jiménez,león.jiménez@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,9.1,8.99,7.07,4.85,639-498-9174
831,Morena,Henríquez,morena.henríquez@universidadvirtual.edu.ar,Argentina,Entre Ríos,7.63,9.2,6.57,8.26,253-980-5790
832,León,Pizarro,león.pizarro@universidadvirtual.edu.ar,Argentina,Mendoza,4.32,5.69,9.63,7.03,489-166-1904
833,Ana,Quiroz,ana.quiroz@universidadvirtual.edu.ar,Argentina,Córdoba,4.85,6.13,5.73,6.31,180-188-5798
834,Benjamín,Montoya,benjamín.montoya@universidadvirtual.edu.ar,Argentina,Jujuy,2.65,9.43,4.43,5.82,882-406-9241
835,Lara,Navarro,lara.navarro@universidadvirtual.edu.ar,Argentina,Chaco,9.24,5.03,5.74,6.63,892-855-2084
836,Rafael,Ortega,rafael.ortega@universidadvirtual.edu.ar,Argentina,Tucumán,2.36,7.24,9.85,5.76,688-155-5974
837,Valentina,Almada,valentina.almada@universidadvirtual.edu.ar,Argentina,Misiones,2.05,9.74,8.07,7.55,233-818-5205
838,Rocío,Ulloa,rocío.ulloa@universidadvirtual.edu.ar,Argentina,Córdoba,9.74,4.57,4.98,8.19,295-460-2040
839,Andrés,Del Río,andrés.del río@universidadvirtual.edu.ar,Argentina,Tucumán,6.35,5.9,4.59,6.02,103-446-5869
840,Sebastián,Sandoval,sebastián.sandoval@universidadvirtual.edu.ar,Argentina,Santiago del Estero,7.15,9.18,8.01,5.06,994-737-3399
841,Alan,Torres,alan.torres@universidadvirtual.edu.ar,Argentina,San Juan,9.31,8.85,6.93,5.57,681-753-5399
842,Ramiro,Díaz,ramiro.díaz@universidadvirtual.edu.ar,Argentina,Formosa,4.58,7.88,9.33,4.64,847-378-3417
843,Eugenia,Medina,eugenia.medina@universidadvirtual.edu.ar,Argentina,Santa Cruz,8.56,8.21,9.4,7.76,604-395-4897
844,Silvia,Valenzuela,silvia.valenzuela@universidadvirtual.edu.ar,Argentina,Formosa,9.71,9.19,4.51,9.08,916-131-9648
845,Germán,Reyes,germán.reyes@universidadvirtual.edu.ar,Argentina,Salta,4.9,6.92,9.29,9.59,482-343-7858
846,Santiago,Robledo,santiago.robledo@universidadvirtual.edu.ar,Argentina,Santa Fe,6.78,7.6,6.49,4.11,869-316-4941
847,Eugenia,Cuéllar,eugenia.cuéllar@universidadvirtual.edu.ar,Argentina,Misiones,9.69,4.46,4.57,4.6,816-490-2187
848,Ramiro,Colmenares,ramiro.colmenares@universidadvirtual.edu.ar,Argentina,Neuquén,6.5,9.49,7.08,7.52,137-783-3332
849,Germán,Rivera,germán.rivera@universidadvirtual.edu.ar,Argentina,Jujuy,3.15,4.03,5.13,8.85,866-699-9787
850,Nerea,Zúñiga,nerea.zúñiga@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,8.49,9.83,5.92,4.72,414-851-0195
851,Víctor,Matos,víctor.matos@universidadvirtual.edu.ar,Argentina,Salta,2.32,7.62,3.61,6.66,590-706-4142
852,Federico,Dávalos,federico.dávalos@universidadvirtual.edu.ar,Argentina,Santa Cruz,8.6,7.74,8.0,8.73,652-700-9231
853,Mauricio,Aguayo,mauricio.aguayo@universidadvirtual.edu.ar,Argentina,Neuquén,8.02,8.87,3.33,4.14,317-542-1587
854,Sheila,Portillo,sheila.portillo@universidadvirtual.edu.ar,Argentina,Catamarca,2.14,8.43,9.32,5.91,290-591-4951
855,Eugenia,Jiménez,eugenia.jiménez@universidadvirtual.edu.ar,Argentina,La Pampa,4.08,7.53,5.83,6.25,871-692-4398
856,León,Barragán,león.barragán@universidadvirtual.edu.ar,Argentina,Entre Ríos,2.79,7.16,6.8,6.04,260-232-3962
857,Máximo,Jiménez,máximo.jiménez@universidadvirtual.edu.ar,Argentina,Salta,3.89,8.35,5.32,9.13,152-579-8679
858,Lourdes,Zambrano,lourdes.zambrano@universidadvirtual.edu.ar,Argentina,Jujuy,9.47,9.47,6.25,7.51,124-931-0001
859,Brenda,Téllez,brenda.téllez@universidadvirtual.edu.ar,Argentina,Corrientes,9.1,6.26,3.14,4.91,485-972-4678
860,Camila,Benítez,camila.benítez@universidadvirtual.edu.ar,Argentina,Río Negro,8.46,5.35,7.05,7.24,707-690-8720
861,Darío,Caraballo,darío.caraballo@universidadvirtual.edu.ar,Argentina,La Pampa,2.99,5.81,3.96,6.33,911-363-7211
862,Rosa,Troncoso,rosa.troncoso@universidadvirtual.edu.ar,Argentina,Río Negro,5.96,9.94,6.75,7.37,981-736-0350
863,Delfina,Roque,delfina.roque@universidadvirtual.edu.ar,Argentina,Neuquén,3.45,5.41,3.81,4.76,755-788-0724
864,Walter,Sosa,walter.sosa@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,7.18,6.09,3.26,6.82,434-403-0887
865,Esteban,Castro,esteban.castro@universidadvirtual.edu.ar,Argentina,La Rioja,2.94,9.09,9.74,4.42,625-484-0535
866,Pilar,Covarrubias,pilar.covarrubias@universidadvirtual.edu.ar,Argentina,Jujuy,8.61,4.4,7.14,6.05,476-222-2651
867,Cristian,Lepe,cristian.lepe@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,7.02,9.18,4.72,5.3,442-526-3865
868,Graciela,Silva,graciela.silva@universidadvirtual.edu.ar,Argentina,Buenos Aires,6.4,7.83,5.98,5.9,734-224-1417
869,Elena,Sosa,elena.sosa@universidadvirtual.edu.ar,Argentina,Buenos Aires,5.28,8.46,9.48,6.77,640-663-1662
870,Damián,Olivares,damián.olivares@universidadvirtual.edu.ar,Argentina,San Luis,7.97,5.65,5.24,6.64,879-853-4495
871,Ailén,Sosa,ailén.sosa@universidadvirtual.edu.ar,Argentina,Mendoza,6.33,9.39,5.07,9.98,194-251-3767
872,Noelia,Sandoval,noelia.sandoval@universidadvirtual.edu.ar,Argentina,Córdoba,7.49,8.4,6.92,6.31,135-494-6097
873,Cristian,Escudero,cristian.escudero@universidadvirtual.edu.ar,Argentina,Santa Cruz,4.08,9.83,4.9,4.44,936-376-3754
874,Damián,Sarmiento,damián.sarmiento@universidadvirtual.edu.ar,Argentina,Neuquén,9.46,9.36,9.17,4.39,903-796-8765
875,Tomás,Tovar,tomás.tovar@universidadvirtual.edu.ar,Argentina,Santa Cruz,4.31,9.18,3.04,9.32,894-170-7545
876,María,Castellanos,maría.castellanos@universidadvirtual.edu.ar,Argentina,La Rioja,5.89,7.77,9.65,8.85,210-578-8320
877,León,Ramírez,león.ramírez@universidadvirtual.edu.ar,Argentina,Formosa,9.56,5.33,7.88,4.55,184-728-1417
878,Nicolás,Bravo,nicolás.bravo@universidadvirtual.edu.ar,Argentina,Río Negro,3.81,7.32,3.24,6.9,174-647-0201
879,Ezequiel,Lucero,ezequiel.lucero@universidadvirtual.edu.ar,Argentina,Río Negro,3.44,5.68,6.3,5.52,902-889-0935
880,Agatha,Olmedo,agatha.olmedo@universidadvirtual.edu.ar,Argentina,Córdoba,5.74,4.99,6.52,8.42,331-504-1790
881,Lucía,Cedano,lucía.cedano@universidadvirtual.edu.ar,Argentina,Salta,8.63,6.93,9.8,8.21,236-953-4017
882,Marcos,Urbina,marcos.urbina@universidadvirtual.edu.ar,Argentina,Río Negro,7.05,7.32,9.25,6.61,606-674-1508
883,Brian,Ramírez,brian.ramírez@universidadvirtual.edu.ar,Argentina,Jujuy,7.06,7.37,8.38,9.8,530-961-4238
884,Camila,Aguirre,camila.aguirre@universidadvirtual.edu.ar,Argentina,San Luis,8.85,5.09,9.4,5.73,136-501-7935
885,Pablo,Benítez,pablo.benítez@universidadvirtual.edu.ar,Argentina,Neuquén,2.27,8.2,6.89,8.19,409-973-6910
886,Jorge,Lucero,jorge.lucero@universidadvirtual.edu.ar,Argentina,Mendoza,9.88,6.59,9.91,8.89,781-124-3419
887,Javier,Aragón,javier.aragón@universidadvirtual.edu.ar,Argentina,San Luis,8.32,4.4,6.02,8.83,383-600-0838
888,Ailén,Tello,ailén.tello@universidadvirtual.edu.ar,Argentina,Mendoza,6.2,7.16,8.39,7.85,819-507-7222
889,Lourdes,Ocampo,lourdes.ocampo@universidadvirtual.edu.ar,Argentina,Catamarca,8.56,8.26,7.6,5.43,177-143-1067
890,Rodrigo,Pizarro,rodrigo.pizarro@universidadvirtual.edu.ar,Argentina,La Pampa,7.0,7.5,9.14,5.56,616-657-5245
891,Morena,Peralta,morena.peralta@universidadvirtual.edu.ar,Argentina,San Luis,9.94,6.67,6.63,5.56,753-653-5445
892,Marcelo,Cuenca,marcelo.cuenca@universidadvirtual.edu.ar,Argentina,La Pampa,6.11,9.0,7.16,7.59,640-563-8392
893,Pablo,Reza,pablo.reza@universidadvirtual.edu.ar,Argentina,Santa Cruz,6.79,5.47,5.17,7.31,628-375-2306
894,Federico,Oseguera,federico.oseguera@universidadvirtual.edu.ar,Argentina,San Luis,9.2,5.09,5.69,8.05,217-420-5022
895,Estefanía,Ramírez,estefanía.ramírez@universidadvirtual.edu.ar,Argentina,Chubut,3.31,8.27,4.11,5.37,569-672-3772
896,Néstor,Tovar,néstor.tovar@universidadvirtual.edu.ar,Argentina,Jujuy,3.12,6.0,7.69,8.68,969-776-0290
897,Ramiro,Sandoval,ramiro.sandoval@universidadvirtual.edu.ar,Argentina,La Rioja,4.0,6.78,6.31,9.41,305-476-7702
898,Iván,Matos,iván.matos@universidadvirtual.edu.ar,Argentina,Chubut,8.62,5.05,3.78,8.75,436-674-8559
899,Nicolás,Del Cid,nicolás.del cid@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,8.47,8.63,4.71,5.63,223-514-5962
900,María,Escudero,maría.escudero@universidadvirtual.edu.ar,Argentina,San Luis,5.04,8.12,8.19,9.91,284-435-0845
901,Simón,Castañeda,simón.castañeda@universidadvirtual.edu.ar,Argentina,La Pampa,3.48,8.17,4.58,6.88,118-134-1623
902,Javier,Flores,javier.flores@universidadvirtual.edu.ar,Argentina,Chubut,6.55,5.41,3.36,8.03,363-214-0556
903,Martín,Zambrano,martín.zambrano@universidadvirtual.edu.ar,Argentina,Misiones,9.03,4.29,8.49,7.73,588-878-3890
904,Sergio,Del Cid,sergio.del cid@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,7.21,9.06,8.04,6.69,472-436-3983
905,Hugo,Godínez,hugo.godínez@universidadvirtual.edu.ar,Argentina,San Luis,6.77,4.22,5.13,7.8,692-847-1176
906,Milagros,Rivas,milagros.rivas@universidadvirtual.edu.ar,Argentina,Catamarca,7.05,4.86,8.78,9.21,361-833-8617
907,Brian,Godoy,brian.godoy@universidadvirtual.edu.ar,Argentina,La Pampa,7.48,9.25,6.02,5.98,957-525-7633
908,Ana,Quintero,ana.quintero@universidadvirtual.edu.ar,Argentina,Río Negro,3.65,9.73,4.41,8.03,873-259-4787
909,Antonella,Ovalle,antonella.ovalle@universidadvirtual.edu.ar,Argentina,Formosa,8.24,8.64,9.74,4.54,868-147-6132
910,Matías,Delgadillo,matías.delgadillo@universidadvirtual.edu.ar,Argentina,Chaco,5.75,6.6,3.6,4.41,839-273-2968
911,Leandro,Medina,leandro.medina@universidadvirtual.edu.ar,Argentina,La Pampa,5.42,4.91,5.52,7.85,645-879-0370
912,Sergio,Sanabria,sergio.sanabria@universidadvirtual.edu.ar,Argentina,Chubut,8.91,9.33,9.65,7.19,524-683-9301
913,Valentina,Castañeda,valentina.castañeda@universidadvirtual.edu.ar,Argentina,La Pampa,7.44,7.52,4.02,8.55,474-933-5875
914,Iván,Esquivel,iván.esquivel@universidadvirtual.edu.ar,Argentina,Tucumán,7.67,5.26,6.95,6.32,748-911-9616
915,Lucas,Yáñez,lucas.yáñez@universidadvirtual.edu.ar,Argentina,Misiones,2.54,7.75,7.1,8.03,374-702-9924
916,Noelia,Villalobos,noelia.villalobos@universidadvirtual.edu.ar,Argentina,Chaco,3.83,6.09,3.87,7.16,263-981-4656
917,Zoe,Almonte,zoe.almonte@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,6.65,4.04,7.2,6.56,657-194-2989
918,Mateo,Ibarra,mateo.ibarra@universidadvirtual.edu.ar,Argentina,Río Negro,3.36,5.88,6.13,6.26,233-282-7378
919,Abril,Ramírez,abril.ramírez@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,5.29,4.5,9.6,9.46,207-453-5757
920,Rodrigo,Macías,rodrigo.macías@universidadvirtual.edu.ar,Argentina,Entre Ríos,8.38,6.96,5.25,6.55,566-619-5172
921,Brian,Sosa,brian.sosa@universidadvirtual.edu.ar,Argentina,Córdoba,9.07,7.18,8.99,8.44,532-501-0372
922,Jorge,León,jorge.león@universidadvirtual.edu.ar,Argentina,Santa Cruz,6.45,5.69,9.18,9.17,279-710-1121
923,Micaela,Buitrago,micaela.buitrago@universidadvirtual.edu.ar,Argentina,Tucumán,5.07,4.44,8.52,8.41,677-255-4473
924,Bruno,Campos,bruno.campos@universidadvirtual.edu.ar,Argentina,Río Negro,2.17,4.01,8.17,4.1,502-276-2068
925,Renata,Araujo,renata.araujo@universidadvirtual.edu.ar,Argentina,Catamarca,9.62,4.02,9.52,7.38,687-595-7562
926,Guillermina,Monzón,guillermina.monzón@universidadvirtual.edu.ar,Argentina,Córdoba,3.9,7.54,3.0,7.72,157-407-2107
927,Catalina,Delgado,catalina.delgado@universidadvirtual.edu.ar,Argentina,Misiones,3.75,5.32,7.0,8.44,194-825-1747
928,Fátima,De la Cruz,fátima.de la cruz@universidadvirtual.edu.ar,Argentina,La Rioja,2.36,5.82,6.32,9.14,978-287-6931
929,Cristian,Cardona,cristian.cardona@universidadvirtual.edu.ar,Argentina,La Rioja,7.27,8.59,3.11,5.49,180-385-8773
930,Mónica,Alvarado,mónica.alvarado@universidadvirtual.edu.ar,Argentina,San Luis,6.01,7.97,3.28,7.98,148-376-8956
931,Lucas,Izquierdo,lucas.izquierdo@universidadvirtual.edu.ar,Argentina,Santa Fe,5.54,7.63,8.54,9.6,455-505-2767
932,Máximo,Rangel,máximo.rangel@universidadvirtual.edu.ar,Argentina,San Luis,3.36,5.49,8.44,7.36,189-157-7155
933,Renata,Arguello,renata.arguello@universidadvirtual.edu.ar,Argentina,Catamarca,4.14,6.13,4.1,8.48,731-284-3821
934,Ramiro,Bravo,ramiro.bravo@universidadvirtual.edu.ar,Argentina,Chubut,9.66,4.89,9.44,7.84,462-800-6617
935,Gael,Galindo,gael.galindo@universidadvirtual.edu.ar,Argentina,Salta,5.02,5.63,7.44,4.43,671-728-0849
936,Facundo,Galindo,facundo.galindo@universidadvirtual.edu.ar,Argentina,Neuquén,3.06,9.78,4.56,4.91,997-517-7491
937,Martín,Lucero,martín.lucero@universidadvirtual.edu.ar,Argentina,La Pampa,5.35,8.12,6.44,7.19,131-415-6240
938,Mauricio,Salazar,mauricio.salazar@universidadvirtual.edu.ar,Argentina,Córdoba,5.88,4.48,9.06,6.63,301-519-6149
939,Gonzalo,Quevedo,gonzalo.quevedo@universidadvirtual.edu.ar,Argentina,Corrientes,9.78,8.72,9.52,5.78,859-619-3249
940,Renata,Pascual,renata.pascual@universidadvirtual.edu.ar,Argentina,Jujuy,6.89,9.17,5.75,9.58,735-113-4489
941,Ramiro,Figueroa,ramiro.figueroa@universidadvirtual.edu.ar,Argentina,Córdoba,3.65,8.93,9.51,8.12,750-525-7973
942,Javier,León,javier.león@universidadvirtual.edu.ar,Argentina,Córdoba,8.84,7.61,5.97,9.86,426-985-6909
943,Yamila,Maldonado,yamila.maldonado@universidadvirtual.edu.ar,Argentina,Chubut,2.85,4.7,7.85,6.52,430-367-5743
944,Claudia,Marroquín,claudia.marroquín@universidadvirtual.edu.ar,Argentina,Santa Fe,8.71,6.45,6.46,7.29,471-823-6076
945,Julieta,García,julieta.garcía@universidadvirtual.edu.ar,Argentina,Formosa,6.28,5.24,9.34,9.56,643-521-5299
946,Matías,Tello,matías.tello@universidadvirtual.edu.ar,Argentina,Formosa,5.46,7.57,6.43,9.28,488-336-6515
947,Morena,Domínguez,morena.domínguez@universidadvirtual.edu.ar,Argentina,Entre Ríos,5.68,6.33,3.51,8.39,443-322-8339
948,Matías,Torres,matías.torres@universidadvirtual.edu.ar,Argentina,Mendoza,3.98,7.17,6.37,5.07,759-934-0986
949,Lidia,Quintero,lidia.quintero@universidadvirtual.edu.ar,Argentina,Santa Fe,2.97,5.84,9.88,4.27,798-252-4277
950,Germán,Pizarro,germán.pizarro@universidadvirtual.edu.ar,Argentina,San Luis,8.59,9.3,7.49,8.92,823-874-1603
951,Ariel,Garay,ariel.garay@universidadvirtual.edu.ar,Argentina,Córdoba,7.47,5.25,5.26,6.17,227-120-6483
952,Brenda,Salcedo,brenda.salcedo@universidadvirtual.edu.ar,Argentina,Catamarca,9.33,7.66,6.75,4.5,607-513-7144
953,Omar,Llamas,omar.llamas@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,9.22,9.3,5.99,8.81,291-905-7615
954,Andrés,Torres,andrés.torres@universidadvirtual.edu.ar,Argentina,Chubut,8.39,8.37,8.47,4.63,798-270-8943
955,Mariana,Rivas,mariana.rivas@universidadvirtual.edu.ar,Argentina,La Pampa,6.96,5.99,8.54,8.32,458-649-0669
956,Valentín,Quezada,valentín.quezada@universidadvirtual.edu.ar,Argentina,Río Negro,5.74,6.61,3.83,9.66,975-308-6010
957,Darío,Cardona,darío.cardona@universidadvirtual.edu.ar,Argentina,La Pampa,8.19,9.92,8.54,9.57,472-872-2791
958,Raúl,Ocampo,raúl.ocampo@universidadvirtual.edu.ar,Argentina,Córdoba,3.26,9.57,5.2,6.9,640-572-0814
959,Rosa,Buitrago,rosa.buitrago@universidadvirtual.edu.ar,Argentina,Neuquén,7.48,7.81,8.69,9.42,890-616-3383
960,Manuel,Alfaro,manuel.alfaro@universidadvirtual.edu.ar,Argentina,Neuquén,9.28,7.02,7.84,8.34,218-929-1734
961,Tamara,Sosa,tamara.sosa@universidadvirtual.edu.ar,Argentina,Chaco,4.02,6.89,8.99,8.05,124-337-6856
962,Santiago,Prado,santiago.prado@universidadvirtual.edu.ar,Argentina,Córdoba,8.02,7.91,6.32,9.17,246-580-5312
963,Simón,Lemus,simón.lemus@universidadvirtual.edu.ar,Argentina,Entre Ríos,7.7,4.77,3.81,6.57,563-776-0639
964,Hugo,Del Río,hugo.del río@universidadvirtual.edu.ar,Argentina,San Juan,7.86,6.58,3.72,6.79,956-859-0607
965,Guillermina,Chacón,guillermina.chacón@universidadvirtual.edu.ar,Argentina,La Rioja,8.02,8.31,7.5,4.64,507-977-9532
966,Andrés,Cueva,andrés.cueva@universidadvirtual.edu.ar,Argentina,La Rioja,2.45,8.78,6.32,9.87,472-198-5613
967,Ramiro,Tamez,ramiro.tamez@universidadvirtual.edu.ar,Argentina,Corrientes,9.1,6.43,3.93,4.07,832-618-2385
968,Luciano,Cruz,luciano.cruz@universidadvirtual.edu.ar,Argentina,Formosa,6.77,6.95,9.67,6.76,271-974-4085
969,Mónica,Jiménez,mónica.jiménez@universidadvirtual.edu.ar,Argentina,Corrientes,4.59,4.46,6.56,5.22,284-757-6140
970,Nayla,Oseguera,nayla.oseguera@universidadvirtual.edu.ar,Argentina,Neuquén,5.8,7.62,5.23,7.7,587-299-7468
971,Ariel,Ledezma,ariel.ledezma@universidadvirtual.edu.ar,Argentina,Neuquén,3.5,5.43,8.8,8.87,855-997-3042
972,Nazarena,Roldán,nazarena.roldán@universidadvirtual.edu.ar,Argentina,San Juan,9.31,6.28,7.42,4.22,114-389-3396
973,Sergio,Encinas,sergio.encinas@universidadvirtual.edu.ar,Argentina,Santiago del Estero,9.34,4.19,4.42,4.84,184-904-5816
974,Luz,Rojas,luz.rojas@universidadvirtual.edu.ar,Argentina,Mendoza,9.09,4.89,7.76,4.77,204-797-3520
975,Laura,Peralta,laura.peralta@universidadvirtual.edu.ar,Argentina,Ciudad Autónoma de Buenos Aires,3.41,5.86,3.34,8.67,605-688-4304
976,Máximo,Pascual,máximo.pascual@universidadvirtual.edu.ar,Argentina,Santiago del Estero,5.82,8.01,7.23,7.41,682-431-6465
977,Alan,Piña,alan.piña@universidadvirtual.edu.ar,Argentina,Santa Cruz,2.79,8.71,6.14,6.91,961-231-9618
978,Adrián,Payán,adrián.payán@universidadvirtual.edu.ar,Argentina,Santa Fe,3.91,4.38,4.41,5.26,669-589-6464
979,Mateo,Rivera,mateo.rivera@universidadvirtual.edu.ar,Argentina,Chaco,7.52,9.83,8.76,7.03,465-752-9010
980,Dante,Varela,dante.varela@universidadvirtual.edu.ar,Argentina,Córdoba,9.72,5.75,6.35,4.46,402-262-5196
981,Pedro,Espinoza,pedro.espinoza@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,8.09,8.23,8.34,6.01,662-634-4215
982,Ángel,Cordero,ángel.cordero@universidadvirtual.edu.ar,Argentina,Formosa,5.65,6.82,8.17,10.0,544-209-9213
983,Franco,Jáuregui,franco.jáuregui@universidadvirtual.edu.ar,Argentina,Río Negro,4.33,9.73,4.48,8.53,182-373-6437
984,Morena,Salcedo,morena.salcedo@universidadvirtual.edu.ar,Argentina,Chubut,7.24,7.4,9.17,7.4,339-755-3509
985,Damián,Calderón,damián.calderón@universidadvirtual.edu.ar,Argentina,Catamarca,8.97,8.32,7.0,5.2,180-269-8757
986,Belén,Roque,belén.roque@universidadvirtual.edu.ar,Argentina,Tucumán,4.71,8.22,9.18,9.82,414-521-1481
987,Mauricio,Guevara,mauricio.guevara@universidadvirtual.edu.ar,Argentina,Tierra del Fuego,9.52,8.07,6.25,6.55,259-545-9238
988,Lucas,Pizarro,lucas.pizarro@universidadvirtual.edu.ar,Argentina,Santa Fe,9.44,5.01,6.02,9.21,174-836-6522
989,Zoe,Jiménez,zoe.jiménez@universidadvirtual.edu.ar,Argentina,Neuquén,2.04,5.85,3.43,8.01,912-374-9155
990,Miguel,Fuentes,miguel.fuentes@universidadvirtual.edu.ar,Argentina,Corrientes,3.68,9.49,3.29,6.67,827-939-4123
991,Rodrigo,Velasco,rodrigo.velasco@universidadvirtual.edu.ar,Argentina,Catamarca,3.58,9.56,5.41,6.1,294-868-8825
992,Melina,Valdez,melina.valdez@universidadvirtual.edu.ar,Argentina,Tucumán,5.03,9.96,5.74,8.02,842-879-3579
993,Federico,Negrón,federico.negrón@universidadvirtual.edu.ar,Argentina,Santa Fe,3.97,9.61,6.78,10.0,814-268-4175
994,Lara,Arce,lara.arce@universidadvirtual.edu.ar,Argentina,Chaco,4.67,4.86,3.55,7.32,949-238-5392
995,Mauricio,Sandoval,mauricio.sandoval@universidadvirtual.edu.ar,Argentina,Santa Cruz,2.7,7.48,7.5,9.74,365-417-4289
996,Ana,Aragón,ana.aragón@universidadvirtual.edu.ar,Argentina,Santa Cruz,2.34,5.71,4.33,6.18,346-350-9804
997,Agatha,Bautista,agatha.bautista@universidadvirtual.edu.ar,Argentina,Entre Ríos,3.46,5.21,8.14,7.04,602-695-0339
998,Cristian,Pascual,cristian.pascual@universidadvirtual.edu.ar,Argentina,Entre Ríos,9.82,8.42,4.79,6.47,761-526-7398
999,Carolina,Andrada,carolina.andrada@universidadvirtual.edu.ar,Argentina,Buenos Aires,4.87,4.52,4.35,8.52,149-709-1954
1000,Ariel,Gaytán,ariel.gaytán@universidadvirtual.edu.ar,Argentina,Entre Ríos,9.51,6.08,9.28,6.78,123-778-0860
